Species,Caught,Sold,Value,Price/Lb.
Uku (gray snapper)            ,"126,828","106,995","$369,139 ",$3.45 
Snake mackerel                ,34,21,$21 ,$1.00 
Porgy                         ,"4,902","3,827","$13,613 ",$3.56 
Reef fishes (unknown)         ,"1,973",133,$116 ,$0.88 
Reef jacks                    ,238,231,$870 ,$3.77 
Squirrelfishes                ,"54,405","50,269","$208,731 ",$4.15 
Trumpetfish                   ,75,22,$29 ,$1.27 
Scorpionfishes                ,"3,572","2,125","$11,104 ",$5.22 
Mountain bass                 ,"4,217","3,555","$12,828 ",$3.61 
Bigeyes                       ,"2,886","2,520","$8,847 ",$3.51 
Goatfishes                    ,"54,514","47,282","$214,638 ",$4.54 
Rudderfish                    ,"18,495","17,621","$26,523 ",$1.51 
Damselfishes                  ,"2,452","2,377","$7,183 ",$3.02 
Hawkfish                      ,"1,022","1,010","$3,430 ",$3.39 
Tilapia                       ,"7,573",702,"$2,243 ",$3.20 
Wrasses                       ,"7,701","5,393","$15,897 ",$2.95 
Parrotfishes                  ,"52,543","48,232","$175,304 ",$3.63 
Surgeonfishes/tangs           ,"90,305","84,090","$164,368 ",$1.95 
Flounders                     ,62,46,$78 ,$1.68 
Filefishes                    ,"1,334","1,290","$1,387 ",$1.07 
Pufferfishes                  ,21,0,$0 ,$0.00 
Pelagic fishes (unknown)      ,448,138,$13 ,$0.10 
Moonfish (opah)               ,"1,918,448","1,885,731","$2,409,076 ",$1.28 
Rainbow runner                ,"3,367","2,383","$4,458 ",$1.87 
Mahimahi                      ,"1,463,842","1,283,389","$2,842,056 ",$2.21 
Barracudas                    ,"23,568","20,123","$17,361 ",$0.86 
Wahoo                         ,"750,535","603,983","$1,668,205 ",$2.76 
Tunas (unknown)               ,"9,291",602,"$1,296 ",$2.15 
Skipjack tuna                 ,"1,093,612","711,941","$1,016,320 ",$1.43 
Yellowfin tuna                ,"2,801,446","2,485,076","$6,274,280 ",$2.52 
Albacore tuna                 ,"733,181","650,025","$1,071,089 ",$1.65 
Bigeye tuna                   ,"10,973,174","10,757,678","$39,378,277 ",$3.66 
Kawakawa                      ,"10,766","5,262","$11,894 ",$2.26 
Billfishes (unknown)          ,"1,305",75,$150 ,$2.00 
Swordfish                     ,"4,327,889","3,882,091","$7,335,969 ",$1.89 
Blue marlin                   ,"1,167,215","1,033,062","$1,193,241 ",$1.16 
Black marlin                  ,"5,118",690,"$1,746 ",$2.53 
Striped marlin                ,"656,333","645,497","$947,811 ",$1.47 
Shortnose spearfish           ,"272,870","260,192","$272,954 ",$1.05 
Sailfish                      ,"30,505","22,438","$20,508 ",$0.91 
Spiny lobsters                ,"14,587","11,537","$141,439 ",$12.26 
Slipper lobsters              ,106,0,$0 ,$0.00 
Crabs                         ,"48,191","10,701","$47,336 ",$4.42 
Shrimp (saltwater)            ,"1,223",234,$392 ,$1.68 
Octopus                       ,"31,071","20,580","$80,232 ",$3.90 
Squid                         ,"3,905","3,137","$5,647 ",$1.80 
Limpets (saltwater)           ,"22,772","11,634","$78,480 ",$6.75 
Invertebrates                 ,176,120,$494 ,$4.09 
Algae                         ,"12,271","7,286","$54,634 ",$7.50 
TOTAL,"29,497,758","26,930,178","$71,254,004 ",$2.65 
