"Species","Year","Caught","Sold","ReportingDiff","PercRepDiff","Value","PricePerLb","InflAdj","AdjValue","AdjPricePerLb","Species","FisheryGroup","Genus","SpeciesName","SpeciesLabelShort","SpeciesLabelLong"
"Blackmarlin",1954,12312,12215,97,0.794105607859189,1505,0.12,8.98,13514.9,1.0776,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1955,18496,18496,0,0,3224,0.17,9.01,29048.24,1.5317,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1956,20794,20594,200,0.971156647567253,4072,0.2,8.88,36159.36,1.776,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1957,18184,18184,0,0,4102,0.23,8.59,35236.18,1.9757,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1958,27223,27223,0,0,5462,0.2,8.35,45607.7,1.67,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1959,21016,21016,0,0,4387,0.21,8.3,36412.1,1.743,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1960,9469,9469,0,0,2579,0.27,8.16,21044.64,2.2032,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1961,16238,16238,0,0,4912,0.3,8.07,39639.84,2.421,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1962,20990,20780,210,1.01058710298364,5865,0.28,7.99,46861.35,2.2372,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1963,1369,1369,0,0,579,0.42,7.89,4568.31,3.3138,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1964,5980,5530,450,8.1374321880651,2140,0.39,7.79,16670.6,3.0381,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1965,3426,3098,328,10.5874757908328,1149,0.37,7.66,8801.34,2.8342,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1966,12438,12438,0,0,4521,0.36,7.45,33681.45,2.682,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1967,4896,4896,0,0,1830,0.37,7.23,13230.9,2.6751,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1968,4514,4514,0,0,2916,0.65,6.94,20237.04,4.511,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1969,1504,1504,0,0,939,0.62,6.58,6178.62,4.0796,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1970,1515,1460,55,3.76712328767123,1012,0.69,6.22,6294.64,4.2918,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1971,3657,2224,1433,64.4334532374101,1471,0.66,5.96,8767.16,3.9336,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1972,465,103,362,351.456310679612,15,0.15,5.78,86.7,0.867,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1973,1437,687,750,109.170305676856,519,0.76,5.44,2823.36,4.1344,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1974,546,546,0,0,460,0.84,4.9,2254,4.116,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1975,1083,723,360,49.792531120332,475,0.66,4.49,2132.75,2.9634,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1976,6873,5464,1409,25.7869692532943,2233,0.41,4.24,9467.92,1.7384,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1977,8077,5493,2584,47.0416894229019,2555,0.47,3.98,10168.9,1.8706,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1978,1368,424,944,222.641509433962,434,1.02,3.7,1605.8,3.774,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1979,11140,8160,2980,36.5196078431373,4725,0.58,3.33,15734.25,1.9314,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1980,5870,5148,722,14.024864024864,3800,0.74,2.93,11134,2.1682,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1981,10324,8233,2091,25.3977893841856,4857,0.59,2.66,12919.62,1.5694,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1982,15533,12798,2735,21.3705266447882,11271,0.88,2.5,28177.5,2.2,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1983,39524,37343,2181,5.84045202581474,36034,0.96,2.42,87202.28,2.3232,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1984,11572,8202,3370,41.0875396244818,9793,1.19,2.32,22719.76,2.7608,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1985,10929,10706,223,2.08294414347095,12643,1.18,2.24,28320.32,2.6432,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1986,11635,10343,1292,12.4915401720971,8866,0.86,2.2,19505.2,1.892,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1987,23525,23166,359,1.54968488301822,21477,0.93,2.13,45746.01,1.9809,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1988,20969,20579,390,1.89513581806696,18185,0.88,2.04,37097.4,1.7952,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1989,33395,30024,3371,11.2276845190514,30120,1,1.95,58734,1.95,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1990,38748,35830,2918,8.14401339659503,37383,1.04,1.85,69158.55,1.924,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1991,35038,34244,794,2.31865436280808,30322,0.89,1.77,53669.94,1.5753,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1992,25686,24491,1195,4.87934343228125,29612,1.21,1.72,50932.64,2.0812,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1993,22531,21405,1126,5.26045316514833,21053,0.98,1.67,35158.51,1.6366,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1994,32987,30256,2731,9.02630883130619,35607,1.18,1.63,58039.41,1.9234,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1995,44711,43302,1409,3.25389127522978,118081,2.73,1.58,186567.98,4.3134,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1996,23407,21301,2106,9.8868597718417,19332,0.91,1.54,29771.28,1.4014,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1997,14798,13660,1138,8.33089311859444,19809,1.45,1.5,29713.5,2.175,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1998,10473,10173,300,2.94898260100265,12201,1.2,1.48,18057.48,1.776,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",1999,11418,10576,842,7.96142208774584,12558,1.19,1.45,18209.1,1.7255,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2000,83764,24657,59107,239.716916088737,32175,1.3,1.4,45045,1.82,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2001,44510,43313,1197,2.76360446055457,41071,0.95,1.36,55856.56,1.292,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2002,10332,8077,2255,27.9187817258883,9382,1.16,1.34,12571.88,1.5544,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2003,7063,4068,2995,73.6234021632252,4373,1.07,1.31,5728.63,1.4017,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2004,9718,7194,2524,35.084792882958,11039,1.53,1.28,14129.92,1.9584,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2005,4539,2461,2078,84.4372206420154,2740,1.11,1.24,3397.6,1.3764,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2006,10882,8946,1936,21.6409568522245,9872,1.1,1.2,11846.4,1.32,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2007,7962,4769,3193,66.9532396728874,6157,1.29,1.16,7142.12,1.4964,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2008,8253,6216,2037,32.7702702702703,4672,0.75,1.12,5232.64,0.84,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2009,5118,690,4428,641.739130434783,1746,2.53,1.13,1972.98,2.8589,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2010,5599,0,5599,Inf,0,0,1.11,0,0,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2011,8454,337,8117,2408.60534124629,421,1.25,1.07,450.47,1.3375,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2012,8315,2190,6125,279.680365296804,3861,1.76,1.05,4054.05,1.848,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2013,8865,4177,4688,112.233660521906,4825,1.16,1.04,5018,1.2064,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2014,22499,21719,780,3.59132556747548,33317,1.53,1.02,33983.34,1.5606,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Blackmarlin",2015,14155,12180,1975,16.2151067323481,15951,1.31,1,15951,1.31,"Blackmarlin","Billfishes","Istiompax","Istiompax indica","B_BlkMar","Black marlin"
"Bluemarlin",1948,681224,680249,975,0.143329868915647,257033,0.38,9.83,2526634.39,3.7354,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1949,534020,533823,197,0.0369036178658469,217377,0.41,9.96,2165074.92,4.0836,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1950,521245,532654,-11409,-2.14191576520593,150893,0.28,9.83,1483278.19,2.7524,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1951,588652,587710,942,0.160283132837624,186008,0.32,9.12,1696392.96,2.9184,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1952,557322,557269,53,0.00951066720022108,192157,0.34,8.94,1717883.58,3.0396,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1953,577482,580132,-2650,-0.456792592030779,136618,0.24,8.88,1213167.84,2.1312,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1954,893631,893583,48,0.00537163307717358,149575,0.17,8.98,1343183.5,1.5266,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1955,475306,472235,3071,0.650311815092062,109367,0.23,9.01,985396.67,2.0723,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1956,473793,470591,3202,0.68042100252661,103675,0.22,8.88,920634,1.9536,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1957,326269,324609,1660,0.511384465618637,80693,0.25,8.59,693152.87,2.1475,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1958,304536,302289,2247,0.743328404275379,67477,0.22,8.35,563432.95,1.837,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1959,434696,428908,5788,1.3494735467746,110383,0.26,8.3,916178.9,2.158,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1960,319303,316596,2707,0.855032912607866,90680,0.29,8.16,739948.8,2.3664,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1961,269145,268123,1022,0.381168344379259,75106,0.28,8.07,606105.42,2.2596,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1962,184303,179199,5104,2.84823017985591,50079,0.28,7.99,400131.21,2.2372,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1963,190330,187857,2473,1.31642685659837,56158,0.3,7.89,443086.62,2.367,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1964,174577,169826,4751,2.79756927678918,47909,0.28,7.79,373211.11,2.1812,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1965,171753,168505,3248,1.92753924215899,44581,0.26,7.66,341490.46,1.9916,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1966,147377,144059,3318,2.30322298502697,44028,0.31,7.45,328008.6,2.3095,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1967,145387,142552,2835,1.98874796565464,40721,0.29,7.23,294412.83,2.0967,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1968,105072,95088,9984,10.4997476022211,37115,0.39,6.94,257578.1,2.7066,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1969,147237,134306,12931,9.62801364049261,57379,0.43,6.58,377553.82,2.8294,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1970,222348,173699,48649,28.0076454095879,68963,0.4,6.22,428949.86,2.488,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1971,111155,46968,64187,136.661130982797,21882,0.47,5.96,130416.72,2.8012,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1972,55183,3001,52182,1738.82039320227,339,0.11,5.78,1959.42,0.6358,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1973,84089,33385,50704,151.876591283511,12886,0.39,5.44,70099.84,2.1216,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1974,125145,76872,48273,62.7965969403684,22967,0.3,4.9,112538.3,1.47,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1975,105393,72767,32626,44.8362581939615,24562,0.34,4.49,110283.38,1.5266,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1976,190598,131466,59132,44.9789299134377,52107,0.4,4.24,220933.68,1.696,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1977,366195,273476,92719,33.903889189545,109505,0.4,3.98,435829.9,1.592,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1978,537318,428789,108529,25.310583993526,206095,0.48,3.7,762551.5,1.776,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1979,438037,351114,86923,24.7563469414492,176535,0.5,3.33,587861.55,1.665,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1980,442872,383753,59119,15.4054821721263,191513,0.5,2.93,561133.09,1.465,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1981,482464,419273,63191,15.0715643506737,241490,0.58,2.66,642363.4,1.5428,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1982,455718,396716,59002,14.8726040794926,271462,0.68,2.5,678655,1.7,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1983,353880,314240,39640,12.6145621181263,252272,0.8,2.42,610498.24,1.936,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1984,347864,302051,45813,15.1673061833929,227842,0.75,2.32,528593.44,1.74,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1985,326401,300711,25690,8.54308621899432,301240,1,2.24,674777.6,2.24,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1986,497949,460872,37077,8.04496693225017,385937,0.84,2.2,849061.4,1.848,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1987,581805,528226,53579,10.143196283409,462263,0.88,2.13,984620.19,1.8744,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1988,642929,582274,60655,10.4169171214926,504575,0.87,2.04,1029333,1.7748,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1989,1126869,1051799,75070,7.13729524367298,932714,0.89,1.95,1818792.3,1.7355,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1990,1203118,1139248,63870,5.60632978947516,976320,0.86,1.85,1806192,1.591,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1991,1304494,1179201,125293,10.6252453992152,958059,0.81,1.77,1695764.43,1.4337,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1992,896592,810422,86170,10.6327320827914,815610,1.01,1.72,1402849.2,1.7372,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1993,1124432,1028999,95433,9.27435303630033,925626,0.9,1.67,1545795.42,1.503,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1994,1241500,1156513,84987,7.34855552855869,1252937,1.08,1.63,2042287.31,1.7604,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1995,1388032,1252439,135593,10.8263156928202,1006544,0.8,1.58,1590339.52,1.264,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1996,1494714,1366769,127945,9.3611283252693,1315813,0.96,1.54,2026352.02,1.4784,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1997,1597530,1446755,150775,10.4215986811865,1360966,0.94,1.5,2041449,1.41,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1998,1005293,936365,68928,7.36123199820583,1040666,1.11,1.48,1540185.68,1.6428,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",1999,1114745,1008860,105885,10.4955097833198,1104890,1.1,1.45,1602090.5,1.595,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2000,1170564,1008729,161835,16.0434566667559,1199644,1.19,1.4,1679501.6,1.666,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2001,1464133,1192670,271463,22.7609481247956,1004806,0.84,1.36,1366536.16,1.1424,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2002,1042306,875676,166630,19.0287275202244,1018805,1.16,1.34,1365198.7,1.5544,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2003,1139302,959780,179522,18.7044947800538,825519,0.86,1.31,1081429.89,1.1266,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2004,1026223,900108,126115,14.0110964462042,1112948,1.24,1.28,1424573.44,1.5872,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2005,1153208,969984,183224,18.8893837424122,972200,1,1.24,1205528,1.24,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2006,1218163,945856,272307,28.789477468029,970895,1.03,1.2,1165074,1.236,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2007,854337,747841,106496,14.2404602047761,913453,1.22,1.16,1059605.48,1.4152,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2008,1167582,922099,245483,26.6221956644569,1018883,1.11,1.12,1141148.96,1.2432,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2009,1167215,1033062,134153,12.9859582483917,1193241,1.16,1.13,1348362.33,1.3108,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2010,967612,881487,86125,9.77042202550917,1128400,1.28,1.11,1252524,1.4208,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2011,1229714,917822,311892,33.98175245309,1241476,1.35,1.07,1328379.32,1.4445,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2012,953443,800195,153248,19.1513318628584,1454379,1.82,1.05,1527097.95,1.911,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2013,1151984,943450,208534,22.1033441093858,1459615,1.55,1.04,1517999.6,1.612,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2014,1447005,1220165,226840,18.5909282760938,1605874,1.32,1.02,1637991.48,1.3464,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Bluemarlin",2015,1736607,1493685,242922,16.2632683597947,1717800,1.15,1,1717800,1.15,"Bluemarlin","Billfishes","Makaira","Makaira mazara","B_BluMar","Blue marlin"
"Kawakawa",1948,128404,127108,1296,1.01960537495673,26277,0.21,9.83,258302.91,2.0643,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1949,65962,64932,1030,1.58627487217397,17254,0.27,9.96,171849.84,2.6892,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1950,25713,25561,152,0.594655921129846,5130,0.2,9.83,50427.9,1.966,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1951,14054,13862,192,1.3850815178185,3237,0.23,9.12,29521.44,2.0976,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1952,56640,56369,271,0.480760701804183,12184,0.22,8.94,108924.96,1.9668,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1953,24139,23892,247,1.03381885149841,4951,0.21,8.88,43964.88,1.8648,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1954,22847,22824,23,0.100771118121276,3984,0.17,8.98,35776.32,1.5266,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1955,40398,39777,621,1.56120371068708,7118,0.18,9.01,64133.18,1.6218,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1956,61398,61209,189,0.308778120864579,10467,0.17,8.88,92946.96,1.5096,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1957,89226,88792,434,0.488782773222813,13539,0.15,8.59,116300.01,1.2885,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1958,42017,41533,484,1.16533840560518,6534,0.16,8.35,54558.9,1.336,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1959,19496,19257,239,1.24110712987485,3527,0.18,8.3,29274.1,1.494,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1960,4195,3873,322,8.3139684998709,910,0.24,8.16,7425.6,1.9584,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1961,2051,1995,56,2.80701754385965,369,0.19,8.07,2977.83,1.5333,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1962,13330,11035,2295,20.7974626189397,2432,0.22,7.99,19431.68,1.7578,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1963,60219,57626,2593,4.49970499427342,8349,0.14,7.89,65873.61,1.1046,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1964,34534,33479,1055,3.15122912870755,5835,0.17,7.79,45454.65,1.3243,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
"Kawakawa",1965,14937,11523,3414,29.6277011195001,1732,0.15,7.66,13267.12,1.149,"Kawakawa","Tuna","Euthynnus affinis","Euthynnus affinis","T_Kawa","Kawakawa Tuna"
