"Species","Caught","Sold","Value","PricePerLb","Year","InflAdj","AdjValue","AdjPricePerLb"
"Parrotfishes",5079,4432,2641,0.6,1975,4.49,11858.09,2.694
"Parrotfishes",10298,9982,6033,0.6,1976,4.24,25579.92,2.544
"Parrotfishes",13693,13049,8960,0.69,1977,3.98,35660.8,2.7462
"Parrotfishes",20376,19099,15048,0.79,1978,3.7,55677.6,2.923
"Parrotfishes",23396,22290,18381,0.82,1979,3.33,61208.73,2.7306
"Parrotfishes",20888,19086,18392,0.96,1980,2.93,53888.56,2.8128
"Parrotfishes",22003,20594,22959,1.11,1981,2.66,61070.94,2.9526
"Parrotfishes",13257,13318,15470,1.16,1982,2.5,38675,2.9
"Parrotfishes",33494,32594,41165,1.26,1983,2.42,99619.3,3.0492
"Parrotfishes",30447,28486,34934,1.23,1984,2.32,81046.88,2.8536
"Parrotfishes",27955,26358,31938,1.21,1985,2.24,71541.12,2.7104
"Parrotfishes",40724,39537,53399,1.35,1986,2.2,117477.8,2.97
"Parrotfishes",46459,44240,66839,1.51,1987,2.13,142367.07,3.2163
"Parrotfishes",53650,52165,57403,1.1,1988,2.04,117102.12,2.244
"Parrotfishes",34380,33276,58873,1.77,1989,1.95,114802.35,3.4515
"Parrotfishes",22053,20736,40440,1.95,1990,1.85,74814,3.6075
"Parrotfishes",25797,24128,48665,2.02,1991,1.77,86137.05,3.5754
"Parrotfishes",38722,34120,64978,1.9,1992,1.72,111762.16,3.268
"Parrotfishes",33527,31882,64000,2.01,1993,1.67,106880,3.3567
"Parrotfishes",40144,36461,82210,2.25,1994,1.63,134002.3,3.6675
"Parrotfishes",42142,39793,82622,2.08,1995,1.58,130542.76,3.2864
"Parrotfishes",36491,33752,72135,2.14,1996,1.54,111087.9,3.2956
"Parrotfishes",36177,34051,79715,2.34,1997,1.5,119572.5,3.51
"Parrotfishes",36072,33549,77394,2.31,1998,1.48,114543.12,3.4188
"Parrotfishes",35123,33061,77391,2.34,1999,1.45,112216.95,3.393
"Parrotfishes",29083,20520,55938,2.73,2000,1.4,78313.2,3.822
"Parrotfishes",26655,24399,67331,2.76,2001,1.36,91570.16,3.7536
"Parrotfishes",50329,49995,126689,2.53,2002,1.34,169763.26,3.3902
"Parrotfishes",70674,70116,174621,2.49,2003,1.31,228753.51,3.2619
"Parrotfishes",35389,31345,84293,2.69,2004,1.28,107895.04,3.4432
"Parrotfishes",33153,30130,89698,2.98,2005,1.24,111225.52,3.6952
"Parrotfishes",32009,25918,85736,3.31,2006,1.2,102883.2,3.972
"Parrotfishes",45244,43501,155928,3.58,2007,1.16,180876.48,4.1528
"Parrotfishes",46919,44504,167325,3.76,2008,1.12,187404,4.2112
"Parrotfishes",52543,48232,175304,3.63,2009,1.13,198093.52,4.1019
"Parrotfishes",71772,63042,216036,3.43,2010,1.11,239799.96,3.8073
"Parrotfishes",73178,65247,225407,3.45,2011,1.07,241185.49,3.6915
"Parrotfishes",86070,79698,288598,3.62,2012,1.05,303027.9,3.801
"Parrotfishes",86588,85470,314424,3.68,2013,1.04,327000.96,3.8272
"Parrotfishes",75221,73685,288608,3.92,2014,1.02,294380.16,3.9984
"Parrotfishes",38492,38260,164832,4.31,2015,1,164832,4.31
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1948,9.83,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1949,9.96,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1950,9.83,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1951,9.12,-99999,-99999
"Pelagicfishes(unknown)",98,98,21,0.22,1952,8.94,187.74,1.9668
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1953,8.88,-99999,-99999
"Pelagicfishes(unknown)",88,88,4,0.05,1954,8.98,35.92,0.449
"Pelagicfishes(unknown)",126,126,6,0.05,1955,9.01,54.06,0.4505
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1956,8.88,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1957,8.59,-99999,-99999
"Pelagicfishes(unknown)",434,434,36,0.08,1958,8.35,300.6,0.668
"Pelagicfishes(unknown)",628,628,35,0.06,1959,8.3,290.5,0.498
"Pelagicfishes(unknown)",1657,1657,504,0.3,1960,8.16,4112.64,2.448
"Pelagicfishes(unknown)",436,436,25,0.06,1961,8.07,201.75,0.4842
"Pelagicfishes(unknown)",93,93,3,0.04,1962,7.99,23.97,0.3196
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1963,7.89,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1964,7.79,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1965,7.66,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1966,7.45,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1967,7.23,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1968,6.94,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1969,6.58,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1970,6.22,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1971,5.96,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1972,5.78,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1973,5.44,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1974,4.9,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1975,4.49,-99999,-99999
"Pelagicfishes(unknown)",35,29,24,0.85,1976,4.24,101.76,3.604
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1977,3.98,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1978,3.7,-99999,-99999
"Pelagicfishes(unknown)",33,8,1,0.15,1979,3.33,3.33,0.4995
"Pelagicfishes(unknown)",10,7,5,0.8,1980,2.93,14.65,2.344
"Pelagicfishes(unknown)",10,10,2,0.25,1981,2.66,5.32,0.665
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1982,2.5,-99999,-99999
"Pelagicfishes(unknown)",27,27,17,0.64,1983,2.42,41.14,1.5488
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1984,2.32,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1985,2.24,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1986,2.2,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1987,2.13,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1988,2.04,-99999,-99999
"Pelagicfishes(unknown)",115,115,36,0.32,1989,1.95,70.2,0.624
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1990,1.85,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1991,1.77,-99999,-99999
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1992,1.72,-99999,-99999
"Pelagicfishes(unknown)",721,0,0,0,1993,1.67,0,0
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1994,1.63,-99999,-99999
"Pelagicfishes(unknown)",46,28,2,0.1,1995,1.58,3.16,0.158
"Pelagicfishes(unknown)",20,20,9,0.47,1996,1.54,13.86,0.7238
"Pelagicfishes(unknown)",-99999,-99999,-99999,-99999,1997,1.5,-99999,-99999
"Pelagicfishes(unknown)",436,10,1,0.1,1998,1.48,1.48,0.148
"Pelagicfishes(unknown)",4239,4239,6224,1.47,1999,1.45,9024.8,2.1315
"Pelagicfishes(unknown)",614,155,33,0.22,2000,1.4,46.2,0.308
"Pelagicfishes(unknown)",410,318,46,0.15,2001,1.36,62.56,0.204
"Pelagicfishes(unknown)",2459,72,19,0.26,2002,1.34,25.46,0.3484
"Pelagicfishes(unknown)",3364,7,0,0.1,2003,1.31,0,0.131
"Pelagicfishes(unknown)",3605,117,11,0.1,2004,1.28,14.08,0.128
"Pelagicfishes(unknown)",2756,123,12,0.1,2005,1.24,14.88,0.124
"Pelagicfishes(unknown)",624,43,5,0.12,2006,1.2,6,0.144
"Pelagicfishes(unknown)",1249,86,31,0.36,2007,1.16,35.96,0.4176
"Pelagicfishes(unknown)",6424,79,7,0.1,2008,1.12,7.84,0.112
"Pelagicfishes(unknown)",448,138,13,0.1,2009,1.13,14.69,0.113
"Pelagicfishes(unknown)",11825,130,13,0.1,2010,1.11,14.43,0.111
"Pelagicfishes(unknown)",923,213,55,0.26,2011,1.07,58.85,0.2782
"Pelagicfishes(unknown)",669,24,2,0.1,2012,1.05,2.1,0.105
"Pelagicfishes(unknown)",2175,67,6,0.1,2013,1.04,6.24,0.104
"Pelagicfishes(unknown)",156,33,3,0.1,2014,1.02,3.06,0.102
"Pelagicfishes(unknown)",3316,0,0,0,2015,1,0,0
"Pomfret",-99999,-99999,-99999,-99999,1948,9.83,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1949,9.96,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1950,9.83,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1951,9.12,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1952,8.94,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1953,8.88,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1954,8.98,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1955,9.01,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1956,8.88,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1957,8.59,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1958,8.35,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1959,8.3,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1960,8.16,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1961,8.07,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1962,7.99,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1963,7.89,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1964,7.79,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1965,7.66,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1966,7.45,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1967,7.23,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1968,6.94,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1969,6.58,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1970,6.22,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1971,5.96,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1972,5.78,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1973,5.44,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1974,4.9,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1975,4.49,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1976,4.24,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1977,3.98,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1978,3.7,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1979,3.33,-99999,-99999
"Pomfret",-99999,-99999,-99999,-99999,1980,2.93,-99999,-99999
"Pomfret",512,491,472,0.96,1981,2.66,1255.52,2.5536
"Pomfret",963,948,1221,1.29,1982,2.5,3052.5,3.225
"Pomfret",7513,7513,8800,1.17,1983,2.42,21296,2.8314
"Pomfret",5595,5416,7128,1.32,1984,2.32,16536.96,3.0624
"Pomfret",7646,7638,11358,1.49,1985,2.24,25441.92,3.3376
"Pomfret",8533,8473,13447,1.59,1986,2.2,29583.4,3.498
"Pomfret",6055,6028,12413,2.06,1987,2.13,26439.69,4.3878
"Pomfret",6130,6088,12038,1.98,1988,2.04,24557.52,4.0392
"Pomfret",19290,19248,32551,1.69,1989,1.95,63474.45,3.2955
"Pomfret",43000,42936,78318,1.82,1990,1.85,144888.3,3.367
"Pomfret",54700,54513,83565,1.53,1991,1.77,147910.05,2.7081
"Pomfret",45512,45415,89413,1.97,1992,1.72,153790.36,3.3884
"Pomfret",83744,83223,119900,1.44,1993,1.67,200233,2.4048
"Pomfret",94576,93970,147061,1.57,1994,1.63,239709.43,2.5591
"Pomfret",84417,83935,133450,1.59,1995,1.58,210851,2.5122
"Pomfret",116517,116190,212951,1.83,1996,1.54,327944.54,2.8182
"Pomfret",161038,159651,242387,1.52,1997,1.5,363580.5,2.28
"Pomfret",231441,230333,331153,1.44,1998,1.48,490106.44,2.1312
"Pomfret",314370,313384,431471,1.38,1999,1.45,625632.95,2.001
"Pomfret",276816,276727,498593,1.8,2000,1.4,698030.2,2.52
"Pomfret",274902,271910,386489,1.42,2001,1.36,525625.04,1.9312
"Pomfret",501404,489820,675061,1.38,2002,1.34,904581.74,1.8492
"Pomfret",462441,458736,777185,1.69,2003,1.31,1018112.35,2.2139
"Pomfret",779905,765998,1316434,1.72,2004,1.28,1685035.52,2.2016
"Pomfret",676814,646122,1440165,2.23,2005,1.24,1785804.6,2.7652
"Pomfret",596390,575815,1310697,2.28,2006,1.2,1572836.4,2.736
"Pomfret",612109,594130,1462918,2.46,2007,1.16,1696984.88,2.8536
"Pomfret",685688,671983,1665371,2.48,2008,1.12,1865215.52,2.7776
"Pomfret",634441,626836,1378448,2.2,2009,1.13,1557646.24,2.486
"Pomfret",600683,597126,1559745,2.61,2010,1.11,1731316.95,2.8971
"Pomfret",430878,427596,1449479,3.39,2011,1.07,1550942.53,3.6273
"Pomfret",735317,730825,2096168,2.87,2012,1.05,2200976.4,3.0135
"Pomfret",1150831,1143017,2576932,2.25,2013,1.04,2680009.28,2.34
"Pomfret",1243353,1243353,2466198,1.98,2014,1.02,2515521.96,2.0196
"Pomfret",1361027,1361027,2968130,2.18,2015,1,2968130,2.18
"Porgy",4681,4637,2779,0.6,1948,9.83,27317.57,5.898
"Porgy",4069,4048,2528,0.62,1949,9.96,25178.88,6.1752
"Porgy",3432,3404,1756,0.52,1950,9.83,17261.48,5.1116
"Porgy",2678,2677,1529,0.57,1951,9.12,13944.48,5.1984
"Porgy",1124,1124,670,0.6,1952,8.94,5989.8,5.364
"Porgy",1260,1260,665,0.53,1953,8.88,5905.2,4.7064
"Porgy",616,616,313,0.51,1954,8.98,2810.74,4.5798
"Porgy",566,566,285,0.5,1955,9.01,2567.85,4.505
"Porgy",730,730,508,0.7,1956,8.88,4511.04,6.216
"Porgy",294,294,173,0.59,1957,8.59,1486.07,5.0681
"Porgy",895,895,475,0.53,1958,8.35,3966.25,4.4255
"Porgy",320,320,162,0.51,1959,8.3,1344.6,4.233
"Porgy",757,757,447,0.59,1960,8.16,3647.52,4.8144
"Porgy",193,193,137,0.71,1961,8.07,1105.59,5.7297
"Porgy",334,334,203,0.61,1962,7.99,1621.97,4.8739
"Porgy",283,283,146,0.52,1963,7.89,1151.94,4.1028
"Porgy",485,483,272,0.56,1964,7.79,2118.88,4.3624
"Porgy",294,294,194,0.66,1965,7.66,1486.04,5.0556
"Porgy",175,175,104,0.6,1966,7.45,774.8,4.47
"Porgy",99,99,62,0.63,1967,7.23,448.26,4.5549
"Porgy",121,121,85,0.71,1968,6.94,589.9,4.9274
"Porgy",196,196,156,0.8,1969,6.58,1026.48,5.264
"Porgy",351,347,298,0.86,1970,6.22,1853.56,5.3492
"Porgy",328,328,285,0.87,1971,5.96,1698.6,5.1852
"Porgy",435,435,437,1.01,1972,5.78,2525.86,5.8378
"Porgy",204,204,210,1.03,1973,5.44,1142.4,5.6032
"Porgy",531,531,533,1,1974,4.9,2611.7,4.9
"Porgy",856,805,1019,1.27,1975,4.49,4575.31,5.7023
"Porgy",1343,1296,2066,1.59,1976,4.24,8759.84,6.7416
"Porgy",750,732,910,1.24,1977,3.98,3621.8,4.9352
"Porgy",1688,1618,2088,1.29,1978,3.7,7725.6,4.773
"Porgy",1364,1347,1934,1.44,1979,3.33,6440.22,4.7952
"Porgy",1022,1022,1453,1.42,1980,2.93,4257.29,4.1606
"Porgy",2142,2058,3678,1.79,1981,2.66,9783.48,4.7614
"Porgy",1323,1294,1997,1.54,1982,2.5,4992.5,3.85
"Porgy",8914,8497,13381,1.57,1983,2.42,32382.02,3.7994
"Porgy",5189,4833,9703,2.01,1984,2.32,22510.96,4.6632
"Porgy",2375,2344,4709,2.01,1985,2.24,10548.16,4.5024
"Porgy",1777,1719,3174,1.85,1986,2.2,6982.8,4.07
"Porgy",1814,1725,3587,2.08,1987,2.13,7640.31,4.4304
"Porgy",4188,3958,5452,1.38,1988,2.04,11122.08,2.8152
"Porgy",1178,1091,2558,2.35,1989,1.95,4988.1,4.5825
"Porgy",1526,1335,3401,2.55,1990,1.85,6291.85,4.7175
"Porgy",2104,1768,4553,2.58,1991,1.77,8058.81,4.5666
"Porgy",3861,3418,8427,2.47,1992,1.72,14494.44,4.2484
"Porgy",3380,3270,8088,2.47,1993,1.67,13506.96,4.1249
"Porgy",2759,2470,6129,2.48,1994,1.63,9990.27,4.0424
"Porgy",3049,2981,7144,2.4,1995,1.58,11287.52,3.792
"Porgy",2635,2579,5911,2.29,1996,1.54,9102.94,3.5266
"Porgy",2243,2086,5005,2.4,1997,1.5,7507.5,3.6
"Porgy",2227,2021,4973,2.46,1998,1.48,7360.04,3.6408
"Porgy",3047,2858,7382,2.58,1999,1.45,10703.9,3.741
"Porgy",2990,2008,5513,2.75,2000,1.4,7718.2,3.85
"Porgy",2444,1988,5396,2.71,2001,1.36,7338.56,3.6856
"Porgy",3501,3259,9071,2.78,2002,1.34,12155.14,3.7252
"Porgy",4628,4299,10761,2.5,2003,1.31,14096.91,3.275
"Porgy",1911,905,2457,2.71,2004,1.28,3144.96,3.4688
"Porgy",1805,1446,4023,2.78,2005,1.24,4988.52,3.4472
"Porgy",1315,1221,3905,3.2,2006,1.2,4686,3.84
"Porgy",3324,3320,11206,3.38,2007,1.16,12998.96,3.9208
"Porgy",3435,3137,11155,3.56,2008,1.12,12493.6,3.9872
"Porgy",4902,3827,13613,3.56,2009,1.13,15382.69,4.0228
"Porgy",7878,6539,21639,3.31,2010,1.11,24019.29,3.6741
"Porgy",6879,5007,16394,3.27,2011,1.07,17541.58,3.4989
"Porgy",5810,4827,15705,3.25,2012,1.05,16490.25,3.4125
"Porgy",5918,5335,18045,3.38,2013,1.04,18766.8,3.5152
"Porgy",4045,3548,12347,3.48,2014,1.02,12593.94,3.5496
"Porgy",2490,2347,8116,3.46,2015,1,8116,3.46
"Pufferfishes",83,83,31,0.38,1948,9.83,304.73,3.7354
"Pufferfishes",-99999,-99999,-99999,-99999,1949,9.96,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,1950,9.83,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,1951,9.12,-99999,-99999
"Pufferfishes",18,18,7,0.43,1952,8.94,62.58,3.8442
"Pufferfishes",149,149,88,0.59,1953,8.88,781.44,5.2392
"Pufferfishes",176,176,105,0.6,1954,8.98,942.9,5.388
"Pufferfishes",332,332,333,1,1955,9.01,3000.33,9.01
"Pufferfishes",23,23,6,0.27,1956,8.88,53.28,2.3976
"Pufferfishes",4,4,1,0.3,1957,8.59,8.59,2.577
"Pufferfishes",14,8,1,0.15,1958,8.35,8.35,1.2525
"Pufferfishes",-99999,-99999,-99999,-99999,1959,8.3,-99999,-99999
"Pufferfishes",12,12,3,0.25,1960,8.16,24.48,2.04
"Pufferfishes",63,63,27,0.44,1961,8.07,217.89,3.5508
"Pufferfishes",-99999,-99999,-99999,-99999,1962,7.99,-99999,-99999
"Pufferfishes",51,0,0,0,1963,7.89,0,0
"Pufferfishes",-99999,-99999,-99999,-99999,1964,7.79,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,1965,7.66,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,1966,7.45,-99999,-99999
"Pufferfishes",51,51,34,0.67,1967,7.23,245.82,4.8441
"Pufferfishes",60,54,22,0.42,1968,6.94,152.68,2.9148
"Pufferfishes",44,44,25,0.57,1969,6.58,164.5,3.7506
"Pufferfishes",19,14,11,0.82,1970,6.22,68.42,5.1004
"Pufferfishes",101,101,86,0.85,1971,5.96,512.56,5.066
"Pufferfishes",63,63,58,0.93,1972,5.78,335.24,5.3754
"Pufferfishes",9,2,1,0.75,1973,5.44,5.44,4.08
"Pufferfishes",7,7,4,0.57,1974,4.9,19.6,2.793
"Pufferfishes",1645,784,1488,1.9,1975,4.49,6681.12,8.531
"Pufferfishes",9,9,14,1.58,1976,4.24,59.36,6.6992
"Pufferfishes",17,17,8,0.48,1977,3.98,31.84,1.9104
"Pufferfishes",4,0,0,0,1978,3.7,0,0
"Pufferfishes",29,29,14,0.5,1979,3.33,46.62,1.665
"Pufferfishes",25,14,7,0.52,1980,2.93,20.51,1.5236
"Pufferfishes",12,12,5,0.45,1981,2.66,13.3,1.197
"Pufferfishes",181,181,186,1.03,1982,2.5,465,2.575
"Pufferfishes",21,21,12,0.58,1983,2.42,29.04,1.4036
"Pufferfishes",129,123,140,1.14,1984,2.32,324.8,2.6448
"Pufferfishes",1,0,0,0,1985,2.24,0,0
"Pufferfishes",89,59,268,4.55,1986,2.2,589.6,10.01
"Pufferfishes",39,0,0,0,1987,2.13,0,0
"Pufferfishes",96,62,375,6.05,1988,2.04,765,12.342
"Pufferfishes",18,15,39,2.6,1989,1.95,76.05,5.07
"Pufferfishes",-99999,-99999,-99999,-99999,1990,1.85,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,1991,1.77,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,1992,1.72,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,1993,1.67,-99999,-99999
"Pufferfishes",3,0,0,0,1994,1.63,0,0
"Pufferfishes",41,41,91,2.24,1995,1.58,143.78,3.5392
"Pufferfishes",4,0,0,0,1996,1.54,0,0
"Pufferfishes",-99999,-99999,-99999,-99999,1997,1.5,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,1998,1.48,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,1999,1.45,-99999,-99999
"Pufferfishes",2,0,0,0,2000,1.4,0,0
"Pufferfishes",7,0,0,0,2001,1.36,0,0
"Pufferfishes",2,0,0,0,2002,1.34,0,0
"Pufferfishes",1,0,0,0,2003,1.31,0,0
"Pufferfishes",-99999,-99999,-99999,-99999,2004,1.28,-99999,-99999
"Pufferfishes",8,3,1,0.5,2005,1.24,1.24,0.62
"Pufferfishes",1,0,0,0,2006,1.2,0,0
"Pufferfishes",-99999,-99999,-99999,-99999,2007,1.16,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,2008,1.12,-99999,-99999
"Pufferfishes",21,0,0,0,2009,1.13,0,0
"Pufferfishes",4,0,0,0,2010,1.11,0,0
"Pufferfishes",85,0,0,0,2011,1.07,0,0
"Pufferfishes",1068,0,0,0,2012,1.05,0,0
"Pufferfishes",8,0,0,0,2013,1.04,0,0
"Pufferfishes",-99999,-99999,-99999,-99999,2014,1.02,-99999,-99999
"Pufferfishes",-99999,-99999,-99999,-99999,2015,1,-99999,-99999
"Rainbowrunner",4469,4445,1152,0.26,1948,9.83,11324.16,2.5558
"Rainbowrunner",2415,2414,516,0.21,1949,9.96,5139.36,2.0916
"Rainbowrunner",2308,2307,399,0.17,1950,9.83,3922.17,1.6711
"Rainbowrunner",1327,1320,288,0.22,1951,9.12,2626.56,2.0064
"Rainbowrunner",873,873,185,0.21,1952,8.94,1653.9,1.8774
"Rainbowrunner",1098,1119,205,0.18,1953,8.88,1820.4,1.5984
"Rainbowrunner",983,980,169,0.17,1954,8.98,1517.62,1.5266
"Rainbowrunner",1774,1774,166,0.09,1955,9.01,1495.66,0.8109
"Rainbowrunner",1154,1154,227,0.2,1956,8.88,2015.76,1.776
"Rainbowrunner",1112,1112,243,0.22,1957,8.59,2087.37,1.8898
"Rainbowrunner",1311,1290,214,0.17,1958,8.35,1786.9,1.4195
"Rainbowrunner",714,693,177,0.26,1959,8.3,1469.1,2.158
"Rainbowrunner",476,458,114,0.25,1960,8.16,930.24,2.04
"Rainbowrunner",793,793,172,0.22,1961,8.07,1388.04,1.7754
"Rainbowrunner",309,309,77,0.25,1962,7.99,615.23,1.9975
"Rainbowrunner",1279,1053,229,0.22,1963,7.89,1806.81,1.7358
"Rainbowrunner",889,886,190,0.21,1964,7.79,1480.1,1.6359
"Rainbowrunner",718,705,157,0.22,1965,7.66,1202.62,1.6852
"Rainbowrunner",837,837,166,0.2,1966,7.45,1236.7,1.49
"Rainbowrunner",4114,4020,573,0.14,1967,7.23,4142.79,1.0122
"Rainbowrunner",1228,1140,238,0.21,1968,6.94,1651.72,1.4574
"Rainbowrunner",3610,3482,714,0.21,1969,6.58,4698.12,1.3818
"Rainbowrunner",1847,1823,485,0.27,1970,6.22,3016.7,1.6794
"Rainbowrunner",1064,1003,385,0.38,1971,5.96,2294.6,2.2648
"Rainbowrunner",1037,905,290,0.32,1972,5.78,1676.2,1.8496
"Rainbowrunner",1315,1196,333,0.28,1973,5.44,1811.52,1.5232
"Rainbowrunner",4573,4465,1275,0.29,1974,4.9,6247.5,1.421
"Rainbowrunner",2708,2564,962,0.38,1975,4.49,4319.38,1.7062
"Rainbowrunner",2103,1663,1453,0.87,1976,4.24,6160.72,3.6888
"Rainbowrunner",1782,1610,1072,0.67,1977,3.98,4266.56,2.6666
"Rainbowrunner",2940,2518,1335,0.53,1978,3.7,4939.5,1.961
"Rainbowrunner",3648,3426,2524,0.74,1979,3.33,8404.92,2.4642
"Rainbowrunner",3294,3060,2455,0.8,1980,2.93,7193.15,2.344
"Rainbowrunner",3922,3669,3480,0.95,1981,2.66,9256.8,2.527
"Rainbowrunner",4388,4117,3988,0.97,1982,2.5,9970,2.425
"Rainbowrunner",4116,3841,3743,0.97,1983,2.42,9058.06,2.3474
"Rainbowrunner",7058,6666,7263,1.09,1984,2.32,16850.16,2.5288
"Rainbowrunner",4017,3443,3603,1.05,1985,2.24,8070.72,2.352
"Rainbowrunner",14661,14030,12983,0.93,1986,2.2,28562.6,2.046
"Rainbowrunner",15211,14391,18562,1.29,1987,2.13,39537.06,2.7477
"Rainbowrunner",26347,25507,34594,1.36,1988,2.04,70571.76,2.7744
"Rainbowrunner",11628,10520,14271,1.36,1989,1.95,27828.45,2.652
"Rainbowrunner",4277,3874,5553,1.43,1990,1.85,10273.05,2.6455
"Rainbowrunner",5212,4715,6880,1.46,1991,1.77,12177.6,2.5842
"Rainbowrunner",7399,6732,9059,1.35,1992,1.72,15581.48,2.322
"Rainbowrunner",3012,2652,3606,1.36,1993,1.67,6022.02,2.2712
"Rainbowrunner",6226,5394,7731,1.43,1994,1.63,12601.53,2.3309
"Rainbowrunner",4405,3895,5464,1.4,1995,1.58,8633.12,2.212
"Rainbowrunner",6799,5779,7895,1.37,1996,1.54,12158.3,2.1098
"Rainbowrunner",3674,2926,3953,1.35,1997,1.5,5929.5,2.025
"Rainbowrunner",3393,2726,3835,1.41,1998,1.48,5675.8,2.0868
"Rainbowrunner",2985,2445,3641,1.49,1999,1.45,5279.45,2.1605
"Rainbowrunner",3868,2998,4515,1.51,2000,1.4,6321,2.114
"Rainbowrunner",3776,3325,5053,1.52,2001,1.36,6872.08,2.0672
"Rainbowrunner",5274,4460,5894,1.32,2002,1.34,7897.96,1.7688
"Rainbowrunner",5971,5058,8047,1.59,2003,1.31,10541.57,2.0829
